O0,O1,O2,O3,Os,Ofast,Optimizers,Parameters
3746048.149,2677760.615,2575582.897,2548189.775,2603133.141,2465095.778,2395867.543,1340597.569
3756338.675,2682149.712,2605568.375,2570145.638,2583518.39,2468423.313,2393594.232,1348638.566
3757157.224,2665945.008,2576782.344,2551779.681,2605823.109,2470025.649,2382051.855,1345954.45
3754778.353,2678971.727,2574658.593,2577543.14,2584106.651,2453756.563,2400900.137,1339987.313
3757504.133,2677292.022,2588550.211,2554556.168,2599002.795,2472209.282,2405246.88,1353133.628
3757136.41,2657805.864,2581412.059,2577726.811,2603762.916,2467332.118,2387177.298,1351557.695
3753171.659,2683555.928,2620164.21,2552127.839,2602683.499,2447707.359,2400900.974,1334953.258
3756444.305,2679972.171,2593711.044,2576387.428,2601135.532,2471311.87,2398348.591,1349553.253
3716481.136,2682922.257,2584859.543,2573335.757,2582486.817,2466778.315,2382767.19,1341233.756
3749896.154,2676864.541,2596247.557,2549339.284,2600860.386,2467916.368,2382558.57,1349366.898
3725157.943,2681522.724,2595281.337,2574911.084,2608567.276,2451801.919,2388731.815,1351481.972
3763683.192,2658314.476,2596020.251,2568848.865,2595189.7,2469648.274,2399461.576,1351303.716
3741434.336,2661485.804,2581431.053,2574893.509,2588758.631,2450774.621,2402918.385,1349782.442
3757769.063,2654151.364,2599146.114,2575995.36,2604269.336,2472731.818,2401927.684,1339323.095
3754610.861,2675041.799,2579908.237,2558096.163,2606289.519,2467628.988,2394384.682,1337939.876
3793137.251,2660400.321,2602630.719,2570885.783,2581742.104,2468284.859,2397955.986,1351789.019
3732693.648,2677889.926,2578605.467,2576040.144,2601445.589,2446524.324,2380041.615,1338979.737
3761301.836,2683470.428,2595619.032,2578586.081,2599111.599,2468503.73,2399828.291,1340501.379
3700194.369,2673026.466,2573399.092,2555932.578,2584087.503,2457845.319,2389443.012,1347546.328
3756423.507,2680605.273,2593528.189,2552809.862,2611343.251,2467553.449,2384969.04,1337514.952
3728783.182,2679836.058,2579272.378,2566385.064,2580487.703,2468274.901,2404076.014,1352504.747
3729917.561,2677145.641,2598514.163,2566837.936,2606085.305,2466480.094,2382037.477,1351398.848
3727367.53,2675366.805,2590990.32,2569562.622,2604600.199,2466273.888,2398353.26,1340425.994
3794249.981,2684258.519,2574135.179,2555474.852,2584162.272,2471712.041,2400431.098,1371828.873
3729061.044,2681951.255,2568880.281,2567280.536,2600238.262,2451546.897,2401801.73,1338204.42
3747002.862,2656920.757,2579793.176,2585141.199,2577842.9,2472860.011,2429318.712,1346384.04
3728232.05,2686492.328,2603410.544,2575397.533,2581622.643,2448038.922,2398878.122,1339030.855
3746231.978,2693340.915,2600431.042,2571263.382,2603518.148,2476602.68,2405474.55,1356345.803
3728916.147,2684103.442,2573048.194,2573612.816,2603475.429,2466708.747,2393940.767,1347041.029
3744340.356,2685009.528,2597328.276,2572242.352,2604059.04,2468748.485,2415577.911,1346897.996
3756598.307,2661003.656,2597519.563,2553024.04,2597783.803,2450880.269,2403993.988,1348807.219
3874069.952,2682075.694,2584602.652,2568695.648,2586179.373,2471574.907,2401497.256,1339118.923
3759317.688,2664659.657,2590114.964,2589586.013,2613547.691,2453909.344,2380477.46,1351044.078
3756852.904,2679276.417,2585009.498,2558592.171,2580574.051,2452969.863,2403422.862,1340934.296
3721526.593,2653176.039,2625847.604,2570000.606,2601238.835,2465268.654,2430388.908,1345911.701
3759970.972,2676600.462,2593486.729,2558462.596,2609997.508,2474992.563,2376559.966,1349302.802
3758210.646,2665791.869,2569395.747,2577033.269,2601934.914,2477117.001,2400103.028,1347573.692
3709761.416,2691931.148,2591843.479,2572519.764,2581139.295,2466034.189,2386482.191,1345205.626
3753689.066,2687695.385,2576425.428,2580076.476,2601821.54,2458634.608,2405896.473,1352574.948
3754371.177,2658668.386,2595671.063,2551599.256,2603147.644,2477369.833,2382576.46,1338534.325
3748477.682,2684250.603,2578382.528,2570194.671,2585757.942,2455913.921,2398252.798,1346601.09
3751544.26,2654130.193,2594998.545,2567888.339,2591519.46,2471132.813,2379326.942,1341177.874
3756402.73,2678232.272,2598103.471,2581111.959,2580317.376,2444048.693,2383754.87,1337980.024
3758371.531,2676671.889,2603983.041,2552950.995,2577158.946,2468646.627,2395510.778,1341311.788
3727869.696,2665790.499,2596451.649,2571050.168,2600440.166,2457271.387,2405680.028,1349648.083
3752707.632,2677807.794,2600557.184,2573314.833,2600085.394,2467811.415,2384121.493,1346730.331
3756757.642,2676655.664,2594219.939,2557349.267,2603519.122,2467728.865,2407276.474,1341811.609
3725894.1,2672622.929,2576992.213,2573439.354,2599275.442,2464801.681,2386991.709,1349537.9
3755405.505,2686332.468,2602559.3,2566347.58,2597086.498,2472689.798,2402741.1,1348552.607
3749496.972,2660279.843,2595125.877,2568550.508,2602051.948,2464553.197,2392112.501,1340323.581
3750772.288,2676096.962,2576137.481,2552675.335,2580826.798,2471571.609,2403019.422,1348849.299
3758624.609,2660126.684,2579403.202,2574692.592,2607552.197,2474682.644,2393626.55,1338695.025
3731274.013,2678294.201,2583363.949,2549096.607,2588286.49,2451112.224,2380221.307,1348422.478
3754607.284,2681666.981,2599034.494,2568864.56,2604523.148,2464430.526,2400858.096,1341639.063
3767556.036,2657317.665,2578473.869,2549409.878,2609289.218,2466709.175,2402492.907,1350236.055
3760237.188,2674542.053,2593089.673,2578784.829,2580288.57,2458182.117,2405726.025,1335789.033
3726551.964,2677446.721,2576513.137,2555842.097,2612075.923,2484321.233,2415710.686,1351602.125
3758224.525,2660812.086,2594389.46,2566013.914,2602396.652,2449322.113,2401797.243,1340192.314
3763551.017,2660373.244,2600279.918,2553320.891,2599690.275,2446123.632,2424719.253,1352860.163
3727290.273,2677754.279,2583672.424,2582337.599,2603856.113,2468969.221,2407347.965,1340351.542
3731463.937,2683222.59,2597208.232,2550037.776,2605829.455,2472233.846,2398058.576,1340446.913
3725837.048,2678298.569,2600280.012,2571957.897,2601881.603,2455047.555,2399835.816,1348141.391
3757632.825,2689634.953,2598134.024,2570666.015,2585425.774,2471595.731,2485109.182,1347394.776
3761789.772,2653656.35,2601847.048,2574617.805,2597686.36,2449545.991,2380795.141,1350933.989
3730048.63,2674457.818,2595242.723,2569451.874,2643054.824,2477813.225,2407073.803,1349561.751
3752900.742,2678268.179,2604110.707,2576218.902,2600142.277,2465591.623,2384886.261,1351433.569
3754820.008,2654519.047,2594576.279,2548701.763,2604933.587,2468458.556,2398778.677,1349106.5
3741220.314,2679247.356,2593880.913,2565747.326,2581401.726,2472996.441,2406143.111,1350485.64
3767001.454,2669966.495,2599141.74,2568327.147,2599237.837,2467576.523,2400796.007,1338610.931
3764164.245,2677092.483,2583476.229,2571716.31,2580213.02,2470319.464,2399666.608,1349926.743
3726910.009,2679907.743,2595910.554,2556486.828,2601214.759,2470693.286,2385623.5,1338796.134
3753267.163,2677586.942,2609140.176,2576805.245,2583950.793,2467129.128,2386170.461,1340377.911
3761151.353,2676560.961,2589391.387,2566760.507,2606222.668,2474647.533,2402962.085,1349179.21
3729012.018,2678799.659,2576810.715,2580008.879,2597924.485,2471983.124,2383070.277,1347041.679
3749808.082,2677068.117,2600148.709,2551817.402,2587036.566,2468179.157,2396278.477,1344553.385
3729332.805,2657238.857,2599988.938,2569140.271,2603024.635,2444472.263,2399360.031,1340336.001
3763556.954,2680655.247,2574769.536,2553476.737,2604377.134,2492189.943,2396853.331,1348666.67
3728325.118,2678965.803,2593829.842,2571250.001,2591533.746,2453195.53,2386462.277,1347472.361
3754452.969,2677523.72,2574106.63,2555716.8,2601052.912,2470673.017,2408059.911,1349080.183
3722892.651,2654388.824,2593507.28,2555022.475,2602426.361,2453628.753,2408364.411,1348891.663
3813529.689,2669809.996,2598905.245,2573601.501,2583491.978,2466599.733,2396936.584,1344539.604
3756915.719,2681051.668,2591032.182,2551308.997,2602463.699,2457767.777,2380518.229,1341553.499
3720095.709,2678516.524,2598077.698,2574163.645,2603886.5,2464630.892,2405689.878,1351575.023
3725509.182,2657422.085,2577539.363,2569649.951,2606213.821,2449947.271,2385375.77,1336504.071
3732389.263,2675654.036,2581295.548,2567957.607,2596819.164,2468617.613,2381162.975,1340127.249
3759829.265,2659666.5,2592268.978,2573043.344,2598917.25,2463781.794,2395606.038,1353850.037
3730320.501,2676390.527,2581195.698,2572303.294,2611422.607,2449487.648,2385839.508,1339586.326
3743133.111,2654806.114,2606151.989,2571472.679,2601238.198,2458735.727,2386333.987,1347422.815
3759843.439,2646923.716,2592316.474,2574629.013,2587982.685,2464499.842,2401030.188,1353257.105
3754203.628,2676534.684,2599822.958,2571110.409,2597709.418,2473260.258,2391321.554,1348995.23
3731676.622,2679835.345,2579120.047,2569084.129,2599906.203,2471992.496,2407932.005,1347056.791
3723319.689,2657264.413,2597969.889,2636405.906,2584444.954,2473245.886,2405156.389,1342675.434
3760706.25,2673850.769,2577392.344,2566684.97,2607065.115,2498218.769,2402381.022,1347470.336
3734744.275,2656574.899,2576213.329,2553274.195,2600062.028,2468107.401,2403847.668,1340138.775
3724215.779,2676264.962,2599005.473,2552431.889,2577809.026,2463422.15,2379232.228,1350931.213
3756633.425,2680347.178,2580407.151,2576616.299,2600566.705,2452056.779,2399031.944,1351907.282
3746105.333,2680895.928,2592155.578,2572322.297,2604055.989,2476812.081,2425854.569,1351389.208
3761654.077,2658096.598,2578407.538,2554988.204,2601578.533,2455397.326,2408280.807,1350508.809
3743142.968,2679766.339,2602393.217,2572528.518,2589519.491,2474170.482,2383621.311,1355038.583
3758437.276,2667429.332,2576258.594,2558104.133,2600422.105,2477282.485,2379924.602,1350199.135
3759409.997,2676169.809,2598602.4,2558819.184,2596617.444,2449418.202,2379980.009,1350951.023
3789968.413,2678544.732,2603991.551,2552155.161,2605357.831,2491665.409,2403930.442,1350710.654
3759134.142,2691008.867,2576538.668,2572834.327,2605290.518,2469261.755,2384285.053,1345044.018
3737514.466,2680632.788,2602173.693,2546006.895,2583473.402,2454704.233,2404608.451,1349200.337
3722401.046,2663734.129,2599124.372,2576199.829,2604035.205,2474518.442,2383142.796,1346895.05
3753061.281,2676628.782,2590303.819,2571853.396,2578427.2,2467222.551,2386292.013,1347940.063
3822375.341,2679687.954,2598307.039,2554615.629,2602556.779,2480346.222,2402301.877,1352850.415
3782249.813,2675570.635,2571109.391,2573282.006,2600669.016,2469788.18,2383252.91,1346855.896
3757479.684,2680681.099,2607527.448,2550762.554,2601810.348,2475134.641,2402314.778,1349496.16
3727418.751,2676884.969,2580066.46,2583689.32,2579052.004,2491580.065,2401979.864,1349660.569
3759963.549,2674315.289,2590429.143,2592392.884,2603962.262,2473900.872,2401665.166,1354084.085
3723259.446,2682122.511,2593657.855,2550701.702,2598866.275,2446840.776,2397598.497,1351839.399
3710126.101,2694218.715,2601667.69,2580373.301,2606053.406,2468597.718,2403272.794,1350338.603
3799753.519,2659335.859,2577367.194,2572719.557,2610442.212,2452546.096,2399463.421,1347430.138
3759930.27,2727999.921,2591142.401,2571374.025,2597238.294,2451919.732,2390211.641,1350022.61
3725794.718,2681036.264,2599066.215,2553805.933,2604974.105,2475861.6,2399373.81,1351830.271
3756178.799,2657817.986,2600058.913,2570790.529,2601872.881,2474647.207,2387130.025,1347680.38
3721923.992,2660094.373,2600021.282,2556935.117,2583206.081,2470495.903,2404770.613,1347147.927
3761263.68,2657242.606,2588621.216,2575569.702,2582878.802,2472921.329,2377536.409,1342781.472
3700738.741,2672575.19,2598506.151,2550369.913,2606141.839,2453549.935,2402806.125,1348727.399
3727379.316,2677840.602,2590193.526,2571102.894,2603109.644,2450811.509,2403557.723,1346709.671
3751818.66,2682592.45,2577975.598,2572056.943,2585157.881,2469305.171,2402784.801,1350498.375
3801317.775,2679167.475,2589630.16,2567408.83,2591120.603,2463841.585,2388600.718,1351382.932
3749216.869,2687372.429,2575154.596,2546056.347,2596891.933,2450480.286,2396443.197,1351098.774
3755089.845,2660795.652,2597176.478,2587948.041,2576953.936,2469321.492,2382724.996,1350370.773
3757672.887,2673423.18,2578989.718,2563303.73,2600810.263,2472736.308,2396960.559,1348491.656
3730262.74,2660681.454,2602573.73,2570571.982,2582468.081,2478267.621,2397737.678,1349471.805
3735552.148,2675670.743,2571411.014,2575446.015,2605009.655,2451110.345,2421025.375,1350088.501
3755884.625,2658121.531,2575344.798,2568849.103,2586978.345,2474104.048,2402942.274,1350273.199
3725188.308,2659908.956,2592739.134,2580067.36,2600358.585,2452626.268,2384975.607,1338758.817
3757286.398,2675196.185,2599876.663,2550941.275,2612265.646,2467828.45,2401563.542,1352756.732
3757854.848,2679426.834,2602441.478,2573298.506,2603842.43,2453251.876,2401412.346,1340033.393
3774968.953,2680892.574,2608653.995,2574673.532,2602420.489,2470708.541,2397724.065,1347966.801
3762868.605,2654389.391,2597877.884,2575139.94,2600174.165,2451981.198,2407908.301,1339432.413
3763727.553,2673782.315,2598925.235,2567824.441,2583169.574,2460911.353,2401824.466,1346982.652
3729051.694,2685750.671,2580314.646,2569284.22,2596931.038,2453449.559,2400897.813,1350000.231
3757083.669,2679660.592,2597849.508,2571348.918,2602636.004,2449440.677,2398796.452,1351990.956
3755292.577,2662355.072,2593496.417,2578567.579,2603748.318,2474858.226,2385630.066,1350274.899
3726139.802,2676997.009,2577899.371,2574939.691,2608576.978,2470894.64,2402855.938,1349888.451
3756790.271,2646333.707,2606616.64,2552152.006,2584643.725,2478738.374,2387866.832,1347668.236
3757501.281,2674273.917,2578493.9,2596960.761,2581448.825,2457490.503,2399355.647,1354355.112
3757510.09,2657439.365,2592755.352,2565546.54,2604770.17,2448250.589,2388274.755,1346525.437
3723728.915,2677063.847,2570029.747,2575110.783,2587813.436,2469836.927,2399607.227,1338520.94
3768167.845,2679167.878,2591785.561,2574346.706,2602092.82,2466082.51,2400042.921,1354585.755
3753113.821,2679106.324,2574450.03,2576849.873,2582139.219,2465551.37,2383709.661,1336484.99
3729267.947,2686102.144,2598587.261,2577195.083,2584969.616,2467658.685,2400362.037,1345153.258
3728580.788,2688259.782,2593482.923,2573943.535,2600985.168,2449784.22,2401735.168,1352303.934
3732585.791,2684084.865,2595818.248,2569553.601,2602221.206,2467460.089,2398610.526,1349735.563
3721986.281,2720063.8,2599202.464,2553750.211,2606714.365,2466549.24,2386434.24,1352237.676
3760248.654,2677056.329,2600478.863,2570844.636,2584267.487,2450107.295,2398382.427,1340695.21
3720390.481,2678098.218,2586363.184,2545409.856,2581758.036,2467386.132,2395604.109,1349102.449
3751852.862,2681658.67,2600589.929,2563965.568,2617573.875,2473421.341,2400198.244,1351385.08
3770364.731,2660591.715,2600121.843,2547992.601,2583048.531,2467292.154,2388542.053,1347334.433
3683996.811,2673435.374,2573760.304,2569566.302,2601393.491,2452903.559,2402089.101,1338190.374
3746840.798,2678677.981,2596291.923,2578755.57,2606589.599,2454670.647,2397285.55,1348351.089
3750540.508,2678487.649,2602787.648,2568282.343,2581035.922,2450769.667,2381884.972,1340281.271
3730634.748,2676644.601,2602868.49,2556362.32,2607209.089,2449575.007,2400496.474,1353431.833
3759812.305,2676089.235,2581253.054,2575904.669,2606537.379,2450680.606,2387956.361,1352951.783
3759756.023,2655979.415,2595041.715,2571451.453,2585049.623,2465936.227,2396323.773,1343029.932
3734016.211,2678869.794,2598210.932,2562206.962,2598089.929,2446277.913,2379857.525,1351112.125
3756070.343,2680233.898,2595485.402,2560548.874,2589406.247,2471966.788,2402284.656,1351934.884
3763680.21,2677584.705,2576848.843,2556934.004,2603710.465,2454439.988,2384442.671,1348716.64
3751537.805,2665116.426,2609898.365,2554733.112,2579386.354,2472783.209,2403670.508,1336006.967
3724855.238,2655203.24,2600790.627,2569346.986,2604189.071,2467364.125,2385767.994,1349459.934
3725846.983,2680111.131,2575527.239,2569663.231,2611563.192,2474310.242,2380290.529,1348277.612
3754087.797,2681002.554,2591089.151,2569671.128,2581304.008,2453241.175,2398740.322,1348470.076
3734987.599,2658213.185,2581582.191,2566269.639,2601845.173,2463777.525,2386562.472,1352465.375
3782738.174,2665091.55,2590962.835,2570842.764,2604970.119,2453735.249,2399138.212,1358438.042
3788155.334,2675555.601,2577448.193,2572096.395,2597315.094,2472108.687,2401253.842,1353725.154
3742603.166,2679621.714,2594721.658,2568222.143,2609069.273,2451276.137,2402513.956,1348249.665
3718833.112,2650292.938,2591747.284,2569147.12,2599361.669,2469418.275,2383108.517,1337281.202
3725348.984,2681017.773,2591768.418,2550271.038,2581234.248,2454724.06,2400290.518,1345681.168
3760763.846,2658581.559,2583205.601,2578963.446,2625428.121,2474230.271,2382111.246,1352154.403
3755287.444,2696312.195,2580291.339,2561287.031,2601310.553,2473688.983,2398246.471,1347144.014
3723792.501,2658424.72,2574192.671,2573041.802,2579628.958,2450140.61,2384763.374,1356507.891
3819798.233,2675972.276,2589877.577,2571821.357,2597732.569,2467562.486,2402136.673,1350710.104
3728839.065,2662004.618,2579211.904,2553605.881,2576995.982,2456971.888,2392739.031,1337830.261
3754109.897,2675405.357,2580927.188,2577665.338,2578681.36,2471770.51,2387978.966,1348372.783
3727202.756,2689216.04,2595641.926,2552907.857,2581513.677,2445645.142,2423130.204,1352288.694
3751558.372,2681327.229,2600034.226,2573538.77,2601831.18,2471059.63,2400874.714,1342973.704
3731637.596,2674394.33,2579915.344,2576059.424,2597610.466,2465694.871,2400474.931,1348123.933
3755353.546,2677192.599,2580615.437,2566839.499,2580654.862,2452444.96,2402230.692,1337266.286
3758217.716,2673674.024,2593903.46,2557378.037,2601896.374,2472518.864,2410645.676,1352374.823
3751645.349,2660334.729,2569812.909,2570833.324,2584179.005,2462218.79,2387525.963,1343807.284
3756886.545,2678191.0,2595967.487,2556706.789,2602048.933,2473886.042,2397711.289,1341015.05
3760777.868,2677458.502,2577034.733,2570005.251,2600260.409,2449787.048,2399786.656,1346559.168
3729237.418,2677649.231,2609953.936,2551605.517,2613292.737,2469552.723,2402512.285,1339524.478
3729783.526,2679368.643,2584748.417,2571661.283,2590430.9,2462930.683,2395347.089,1346099.92
3752175.918,2679211.763,2577629.352,2575288.097,2581738.052,2447213.057,2387886.124,1350517.381
3758405.922,2672724.871,2598063.879,2553639.302,2614847.851,2472182.4,2396547.175,1348751.635
3801307.708,2675174.817,2610485.548,2570259.013,2582747.703,2467079.128,2378982.538,1349985.477
3753482.579,2684294.105,2582363.413,2552205.553,2583583.887,2464874.872,2400490.913,1339435.137
3728128.656,2677860.881,2600720.693,2578200.807,2608225.713,2469534.174,2401810.3,1348978.451
3732428.269,2665263.56,2595810.516,2573704.044,2602245.097,2456124.728,2398119.237,1342601.866
3763259.532,2682892.552,2599481.147,2557950.461,2596487.505,2467783.989,2404716.672,1348814.884
3736898.012,2666505.114,2577736.144,2581377.757,2608854.975,2449396.92,2384323.355,1353846.978
3740762.916,2696528.586,2594584.89,2577324.955,2580594.617,2468288.499,2385180.329,1342429.908
3725681.19,2658404.887,2598940.991,2569263.957,2605709.383,2466018.469,2399867.331,1348618.833
3758008.723,2678446.938,2594980.733,2559575.229,2581997.272,2473160.132,2418811.224,1336475.838
3757006.112,2678328.962,2600641.446,2571159.102,2579071.381,2473604.278,2403003.644,1349443.681
3732376.868,2676600.715,2573667.943,2561926.554,2599441.084,2470381.904,2385290.299,1348055.684
3753391.292,2698214.747,2604726.481,2575566.828,2601654.615,2449814.951,2395647.492,1338314.597
3731668.192,2657114.251,2578210.66,2552927.354,2611270.275,2465727.816,2402076.219,1345815.176
3764705.329,2668487.583,2600102.585,2580856.274,2584861.242,2474086.177,2433639.994,1347603.955
3731926.245,2656720.62,2596287.055,2556609.481,2600999.179,2451513.851,2404622.099,1342061.322
3759100.88,2676414.303,2596521.334,2573246.194,2598851.197,2468845.208,2398396.095,1346795.984
3721415.985,2658541.494,2597858.407,2551095.598,2582589.726,2448816.68,2381322.898,1340170.779
3730505.722,2674229.921,2598243.108,2570685.782,2605552.769,2501794.458,2413245.421,1351796.626
3758018.723,2679556.366,2597743.555,2571553.617,2577793.217,2470385.086,2401259.382,1342116.159
3734048.53,2661682.931,2598014.074,2553967.279,2626309.334,2470790.493,2379611.313,1349667.411
3770234.735,2656351.663,2583916.831,2573000.187,2602374.982,2487836.755,2406582.551,1347684.499
3752178.312,2682042.207,2597439.949,2567040.667,2583388.636,2463423.914,2398009.882,1353765.136
3755551.412,2641915.609,2577605.93,2549551.554,2577375.561,2450335.055,2400961.127,1337783.84
3732646.528,2678557.088,2601558.516,2576283.771,2600594.8,2466121.704,2399384.143,1347159.772
3758644.324,2680055.214,2575985.087,2555846.148,2607602.008,2457932.267,2401452.122,1337828.65
3731072.518,2674877.469,2591955.743,2574794.753,2596686.7,2480035.364,2396219.612,1350184.281
3738364.248,2655940.969,2658629.214,2574219.591,2600849.36,2460366.628,2401980.781,1351423.485
3758984.707,2673072.186,2603384.396,2560221.417,2579605.074,2468832.467,2399083.23,1350008.839
3751797.076,2664063.716,2600005.423,2571137.825,2583864.17,2452607.348,2399510.751,1350922.232
3761711.571,2678626.605,2594229.86,2555340.454,2588377.111,2468778.931,2409446.603,1339272.971
3754614.062,2693129.759,2574439.747,2570165.336,2592930.163,2450170.501,2412779.626,1349090.486
3760203.294,2781684.576,2597872.524,2564619.511,2580701.742,2452375.804,2399977.467,1352283.255
3763379.546,2653185.878,2601059.194,2578359.504,2601102.934,2451528.334,2400785.264,1342976.218
3752199.751,2687723.098,2601023.87,2552656.039,2579772.405,2469515.482,2382876.608,1356404.422
3754386.162,2675910.144,2593143.785,2572670.768,2595694.634,2471830.686,2398028.727,1351953.309
3761958.25,2674593.271,2575172.949,2552073.531,2581371.025,2450365.362,2398787.134,1338947.478
3744772.243,2655591.632,2597707.496,2578384.87,2601868.287,2469239.781,2418396.297,1346051.739
3726808.644,2726428.126,2599373.009,2568185.439,2583839.339,2472621.724,2403008.626,1347938.566
3728488.475,2652674.359,2590239.534,2567344.668,2606552.43,2448450.624,2403945.541,1354312.131
3761850.949,2680185.829,2599811.808,2568746.006,2583297.502,2469925.963,2387703.088,1336330.026
3756892.64,2679844.209,2592223.602,2581719.1,2612239.719,2457587.206,2387923.709,1349159.835
3730126.593,2686503.531,2580617.125,2584943.104,2599316.849,2469926.887,2383766.106,1339953.677
3755321.504,2659047.722,2588981.612,2577526.762,2579863.576,2468219.308,2404130.201,1347114.37
3753666.343,2678862.24,2576298.785,2556524.231,2598235.644,2470885.816,2387407.838,1348126.265
3764115.374,2671655.887,2595434.272,2581901.033,2602515.286,2450610.871,2409412.035,1342826.214
3759242.688,2678245.072,2596724.862,2552097.966,2602364.828,2466466.078,2381733.555,1350904.421
3762262.748,2675280.287,2576685.39,2552533.762,2594858.451,2448914.847,2405063.871,1337185.862
3733638.976,2672284.53,2578928.886,2568200.609,2605388.346,2472400.121,2384948.326,1337980.516
3750072.729,2662706.934,2594693.914,2550304.047,2600046.037,2443987.514,2398976.235,1358642.737
3750588.388,2658116.065,2602421.881,2567955.733,2593402.351,2468889.876,2397947.588,1336771.957
3756668.404,2682117.771,2595620.449,2553335.474,2601501.749,2451421.361,2384790.153,1339649.087
3749428.705,2678209.12,2593017.449,2572881.324,2600065.743,2466055.295,2397695.512,1351563.642
3724388.859,2686645.669,2596206.326,2553652.769,2601189.326,2455637.682,2384007.371,1350547.648
3754684.898,2658552.881,2586181.379,2571792.415,2598190.247,2471779.708,2398378.594,1341658.261
3765035.964,2684449.806,2593909.447,2553943.528,2582092.415,2472294.124,2400413.475,1346255.07
3727738.234,2664453.758,2595061.105,2572616.256,2601245.953,2471635.706,2410629.3,1348483.462
3751408.037,2678937.404,2573697.72,2573202.817,2590970.228,2455743.331,2410291.431,1346522.592
3752460.164,2653896.49,2594857.261,2557372.243,2603737.96,2449992.756,2399369.435,1341760.685
3754779.846,2681279.649,2579058.16,2572364.936,2582781.388,2472528.807,2408949.777,1348737.969
3756156.681,2661670.397,2600331.351,2554668.348,2596206.564,2471928.08,2378359.175,1340473.508
3728282.88,2679821.751,2595309.089,2567962.681,2583427.2,2464880.846,2385720.473,1347611.854
3733080.504,2657497.385,2591708.338,2547280.828,2602295.816,2469671.979,2396322.143,1338343.412
3754586.614,2673748.342,2582798.214,2568876.54,2603050.734,2472760.809,2381702.963,1348370.434
3754212.437,2682251.894,2594341.791,2570162.657,2589855.085,2487237.251,2385716.138,1353743.069
3749273.955,2659299.786,2599411.449,2571673.27,2602592.111,2475014.549,2405249.563,1350196.64
3760486.972,2681281.655,2592104.08,2571979.345,2599894.513,2477568.762,2386806.854,1339197.677
3736357.267,2678278.14,2614138.917,2571034.412,2580699.17,2464902.989,2386015.261,1347263.875
