O0,O1,O2,O3,Os,Ofast,Optimizers,Parameters
3813855.617,2682171.548,2600298.809,2550496.723,2612617.909,2474345.475,2409196.242,1456039.725
3725788.705,2666329.208,2583110.015,2570281.155,2581758.735,2469528.326,2427108.229,1467621.34
3764781.748,2684163.545,2578137.376,2552273.344,2601353.156,2469104.623,2399057.219,1467705.19
3759090.684,2652947.483,2596555.496,2589235.221,2600131.397,2453868.769,2415408.596,1469356.972
3768640.517,2685478.479,2583661.475,2567049.568,2607982.049,2484627.08,2416775.498,1453210.512
3734342.687,2676797.199,2594673.755,2576796.027,2603846.554,2471796.19,2400447.433,1470880.272
3754391.341,2686131.121,2570160.894,2556760.18,2610653.606,2481606.353,2423092.611,1463115.098
3763558.337,2678398.046,2594696.9,2571995.479,2586009.974,2451307.122,2392187.926,1469558.23
3756326.686,2676293.152,2591704.65,2547280.061,2582272.011,2457150.988,2421984.152,1461636.683
3726087.927,2673592.31,2597908.911,2575880.583,2581113.093,2470627.262,2423966.49,1464208.033
3760036.417,2662036.52,2586992.72,2556816.882,2612585.02,2469460.427,2407587.74,1467364.846
3775220.307,2683655.951,2596350.832,2568590.764,2612928.757,2469577.01,2419014.661,1467988.652
3790241.166,2678172.033,2596194.174,2594425.675,2609131.919,2468112.588,2415034.924,1466961.889
3738303.347,2677952.51,2577511.343,2586930.771,2598961.851,2458467.132,2414545.482,1458296.696
3754856.528,2673553.982,2598279.098,2569383.541,2605384.635,2466296.265,2403724.59,1458769.083
3725622.959,2674584.529,2599192.0,2556799.612,2604159.196,2452718.41,2416362.812,1465489.691
3735879.583,2676818.894,2598344.031,2569719.059,2607994.392,2469630.566,2397461.58,1454193.764
3733356.208,2678758.699,2606852.234,2571267.289,2584998.361,2470303.955,2420492.401,1462331.583
3761241.306,2687364.19,2574559.565,2584477.66,2608498.978,2469823.49,2421070.81,1469994.244
3727240.027,2679232.568,2592826.167,2569581.719,2601960.716,2468403.626,2411195.285,1458028.287
3757287.869,2684715.336,2573216.77,2572145.198,2602789.392,2472522.814,2421911.67,1455821.895
3729898.667,2661079.075,2592521.659,2553969.063,2602110.91,2475283.015,2399258.658,1461264.49
3760125.847,2685016.032,2577196.927,2557449.146,2600423.183,2470367.831,2421095.706,1466701.247
3729763.862,2681391.834,2603643.536,2576383.197,2606188.051,2456559.182,2411610.422,1461969.544
3756651.107,2666007.561,2594371.153,2560359.907,2608330.203,2470030.712,2415238.935,1464414.409
3731892.125,2673023.392,2587419.434,2579865.436,2600252.213,2455774.358,2416254.623,1452655.582
3763578.977,2665494.533,2601318.083,2562750.453,2607468.789,2462576.596,2412853.436,1467220.665
3807769.041,2673240.95,2601059.791,2574284.566,2606144.743,2467984.845,2420548.632,1455267.046
3766746.619,2660977.928,2623759.197,2570612.424,2604749.455,2490836.183,2419293.199,1457487.388
3758911.497,2683666.219,2587108.902,2556029.847,2596022.601,2459755.48,2417781.365,1467867.136
3755343.612,2676439.921,2606349.467,2583333.348,2602497.98,2453849.838,2434960.424,1452566.839
3740896.368,2655176.705,2587926.67,2569359.206,2618410.006,2465204.556,2414097.115,1471124.424
3724749.285,2672571.099,2591565.298,2557804.397,2607705.509,2449754.433,2417413.895,1454163.072
3752140.715,2682764.797,2598490.744,2583416.375,2602286.716,2453035.268,2411995.789,1464059.413
3734338.623,2684225.238,2606777.867,2579329.826,2605813.677,2478333.306,2424561.857,1460698.078
3758822.509,2678253.552,2599617.177,2579705.766,2598822.005,2466391.737,2416902.469,1459621.544
3737978.719,2654104.643,2594090.949,2578257.759,2602936.748,2463802.159,2416712.831,1459535.035
3745740.464,2665660.331,2597399.15,2556407.066,2606372.406,2457078.653,2408995.4,1464690.534
3791771.818,2681118.496,2600662.219,2578800.85,2597161.661,2469477.917,2417251.752,1455604.824
3789886.736,2680234.958,2595030.614,2570228.904,2593586.494,2472276.699,2418339.231,1464960.384
3759696.052,2667695.774,2597644.528,2554856.575,2697933.209,2458062.367,2414492.256,1461611.573
3756265.614,2678410.108,2588414.508,2554024.304,2596755.977,2477542.465,2398496.588,1463235.406
3736932.486,2657897.211,2595216.554,2602341.591,2613718.952,2487775.649,2414401.451,1462038.852
3722552.135,2685295.848,2578982.219,2571730.408,2612357.368,2454142.21,2401648.969,1466493.29
3756433.426,2679691.061,2600358.327,2573438.423,2610412.62,2464514.871,2404911.428,1463143.525
3729815.664,2674101.002,2581181.424,2575486.729,2604360.239,2473247.411,2409597.905,1463596.353
3733193.508,2682608.493,2597974.566,2574557.067,2671574.863,2461773.21,2399420.752,1465803.591
3721084.332,2679001.88,2598139.243,2553728.852,2638745.962,2467604.631,2421327.823,1456430.464
3764795.339,2682122.102,2594853.839,2601344.916,2615086.521,2472453.326,2417935.429,1465885.072
3767779.374,2680979.745,2583068.587,2564918.814,2624985.807,2471837.857,2422178.041,1452909.849
3760423.946,2723968.797,2594289.12,2574859.859,2631089.735,2465833.238,2418903.666,1467590.174
3733671.353,2675949.191,2587410.351,2571439.999,2613555.667,2466302.898,2417822.999,1461334.016
3720415.409,2686071.232,2613031.391,2577842.512,2585781.029,2472417.307,2412647.135,1466889.547
3751514.194,2657125.738,2583060.403,2576979.709,2601170.193,2450989.057,2415407.921,1455987.278
3728741.606,2663644.529,2597017.521,2579450.273,2597557.014,2470324.621,2399451.883,1470338.674
3757169.872,2678781.35,2598560.62,2556863.825,2609870.916,2470367.832,2445252.773,1470732.825
3760548.224,2675289.03,2598082.069,2577173.998,2590980.264,2468415.143,2398926.981,1470860.189
3763599.575,2682152.804,2588052.915,2576507.599,2598090.991,2456019.841,2434880.918,1455189.299
3762667.141,2680821.013,2600324.302,2571300.295,2589368.605,2479881.74,2414981.064,1467524.939
3745832.89,2676448.68,2596076.684,2627978.216,2603975.88,2453251.83,2419386.232,1471067.395
3762837.496,2662040.57,2601127.975,2574585.992,2595017.129,2469089.879,2416257.698,1463414.91
3738633.553,2659249.647,2598094.74,2575754.499,2581373.333,2469802.965,2400429.261,1470471.606
3743292.348,2668089.71,2601935.417,2553035.854,2600195.933,2450378.578,2403539.27,1469589.198
3748451.376,2693330.13,2590616.768,2554866.033,2602995.729,2469022.594,2402625.15,1471800.46
3725014.956,2683151.691,2590864.648,2564760.748,2606653.537,2469405.893,2411389.67,1469625.427
3757869.893,2670744.467,2581129.292,2568977.436,2605041.504,2467778.171,2422343.513,1464491.65
3766613.947,2673364.388,2597224.794,2588089.194,2602727.329,2465391.579,2418196.318,1463581.103
3752567.87,2675731.115,2584842.358,2568078.744,2605018.462,2479549.832,2408524.293,1472248.181
3754246.422,2679260.448,2688427.303,2577065.84,2600297.206,2463208.509,2415765.387,1468456.743
